title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,minmax_norm_ratings,mean_norm_ratings,genres,award
Daughter of Smoke & Bone,Laini Taylor,331311,30041,3.99,418,2011,True,5.19,5.35,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Paranormal', 'Paranormal Angels', 'Fantasy Urban Fantasy', 'Fiction', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Fantasy Supernatural']",16
Magyk,Angie Sage,115534,5213,3.82,564,2005,True,4.31,4.91,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Fiction', 'Childrens Middle Grade', 'Childrens', 'Adventure', 'Young Adult Young Adult Fantasy', 'Audiobook', 'Fantasy High Fantasy']",1
Glass Houses,Rachel Caine,97464,4893,3.9,239,2006,True,4.72,5.12,"['Paranormal Vampires', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Fantasy Urban Fantasy', 'Romance', 'Fantasy Supernatural', 'Fiction', 'Romance Paranormal Romance', 'Paranormal Ghosts']",0
The Luxe,Anna Godbersen,71165,4622,3.63,433,2007,True,3.33,4.42,"['Historical Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Fiction', 'Womens Fiction Chick Lit', 'Romance Historical Romance', 'Young Adult Teen', 'Drama', 'Mystery']",1
Obsidian,Jennifer L. Armentrout,243492,18482,4.16,335,2012,True,6.07,5.79,"['Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Science Fiction Aliens', 'Science Fiction', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction']",0
Tempted,P.C. Cast,156856,3429,3.94,319,2009,True,4.93,5.22,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Supernatural', 'Fiction', 'Romance Paranormal Romance', 'Fantasy Urban Fantasy', 'Fantasy Magic']",1
Torment,Lauren Kate,217579,8033,3.86,452,2010,True,4.52,5.01,"['Young Adult', 'Fantasy', 'Paranormal Angels', 'Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction', 'Fantasy Urban Fantasy', 'Young Adult Teen']",0
Moon Called,Patricia Briggs,187023,8683,4.13,289,2006,True,5.91,5.71,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Vampires', 'Romance', 'Shapeshifters Werewolves', 'Romance Paranormal Romance', 'Fiction', 'Paranormal Shapeshifters', 'Fantasy Supernatural']",0
Specials,Scott Westerfeld,174474,8009,3.76,384,2006,True,4.0,4.76,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Young Adult Teen', 'Adventure', 'Apocalyptic Post Apocalyptic', 'Futuristic']",0
Cross My Heart and Hope to Spy,Ally Carter,85278,3467,4.12,236,2007,True,5.86,5.69,"['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Fiction', 'Spy Thriller Espionage', 'Adventure', 'Womens Fiction Chick Lit', 'Young Adult Teen', 'Action']",0
The Goose Girl,Shannon Hale,140095,10152,4.1,383,2005,True,5.76,5.64,"['Fantasy', 'Young Adult', 'Fantasy Fairy Tales', 'Romance', 'Fiction', 'Retellings', 'Childrens Middle Grade', 'Adventure', 'Childrens', 'Young Adult Young Adult Fantasy']",4
The Historian,Elizabeth Kostova,250774,16492,3.78,704,2005,False,4.1,4.81,"['Fiction', 'Historical Historical Fiction', 'Fantasy', 'Horror', 'Mystery', 'Paranormal Vampires', 'Historical', 'Fantasy Paranormal', 'Gothic', 'Thriller']",5
Alanna: The First Adventure,Tamora Pierce,123044,5193,4.23,274,2005,True,6.43,5.97,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Childrens Middle Grade', 'Fantasy High Fantasy', 'Childrens', 'Young Adult Teen']",3
Fairest,Gail Carson Levine,62410,4171,3.88,326,2006,True,4.62,5.07,"['Fantasy', 'Young Adult', 'Fantasy Fairy Tales', 'Romance', 'Fiction', 'Childrens Middle Grade', 'Retellings', 'Fantasy Magic', 'Childrens', 'Fairy Tales Fairy Tale Retellings']",0
Unwind,Neal Shusterman,202236,19135,4.16,337,2007,True,6.07,5.79,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Young Adult Teen', 'Thriller', 'Adventure', 'Adventure Survival']",12
Bloodlines,Richelle Mead,175286,8404,4.19,421,2011,True,6.22,5.87,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Urban Fantasy', 'Fantasy Magic', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Fiction']",1
Heist Society,Ally Carter,90329,5302,3.9,287,2010,True,4.72,5.12,"['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Fiction', 'Adventure', 'Young Adult Teen', 'Mystery Crime', 'Womens Fiction Chick Lit', 'Realistic Fiction']",3
Hex Hall,Rachel Hawkins,140318,8484,3.92,323,2010,True,4.83,5.17,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fantasy Magic', 'Romance', 'Paranormal Vampires', 'Paranormal Witches', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Paranormal Demons']",0
"Night World, No. 1",L.J. Smith,61878,2154,4.05,729,2008,True,5.5,5.51,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Supernatural', 'Paranormal Witches', 'Romance Paranormal Romance', 'Fiction', 'Fantasy Magic']",0
The Red Pyramid,Rick Riordan,340056,13540,4.08,516,2010,True,5.66,5.58,"['Fantasy', 'Young Adult', 'Fantasy Mythology', 'Childrens Middle Grade', 'Adventure', 'Fiction', 'Childrens', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Science Fiction Fantasy']",5
Just Listen,Sarah Dessen,238590,8232,4.05,371,2006,False,5.5,5.51,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Womens Fiction Chick Lit', 'Young Adult Teen', 'Music', 'Young Adult Young Adult Contemporary', 'Young Adult High School']",5
The Shadow of the Wind,Carlos Ruiz Zafón,496069,38238,4.27,487,2005,True,6.64,6.08,"['Fiction', 'Historical Historical Fiction', 'Mystery', 'Fantasy', 'Writing Books About Books', 'Historical', 'Cultural Spain', 'Magical Realism', 'European Literature Spanish Literature', 'Gothic']",11
Anna and the French Kiss,Stephanie Perkins,379734,30252,4.0,372,2010,True,5.24,5.38,"['Young Adult', 'Romance', 'Contemporary', 'Womens Fiction Chick Lit', 'Fiction', 'Realistic Fiction', 'Young Adult Young Adult Contemporary', 'Romance Contemporary Romance', 'Young Adult Young Adult Romance', 'Young Adult Teen']",9
Clockwork Princess,Cassandra Clare,366668,31960,4.55,567,2013,True,8.09,6.8,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Paranormal', 'Science Fiction Steampunk', 'Historical Historical Fiction', 'Fantasy Urban Fantasy', 'Paranormal Angels', 'Fiction', 'Historical']",1
The Looking Glass Wars,Frank Beddor,42180,3861,3.93,364,2006,True,4.88,5.2,"['Fantasy', 'Young Adult', 'Fiction', 'Retellings', 'Adventure', 'Science Fiction Steampunk', 'Fantasy Magic', 'Fantasy Fairy Tales', 'Young Adult Young Adult Fantasy', 'Young Adult Teen']",1
The Subtle Knife,Philip Pullman,387726,10701,4.13,370,2018,True,5.91,5.71,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Science Fiction', 'Science Fiction Fantasy', 'Audiobook', 'Science Fiction Steampunk', 'Childrens Middle Grade']",2
Silence,Becca Fitzpatrick,253278,8257,4.11,448,2011,True,5.81,5.66,"['Young Adult', 'Fantasy', 'Paranormal Angels', 'Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",1
Evernight,Claudia Gray,79011,3319,3.64,327,2008,True,3.38,4.45,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction', 'Young Adult Teen']",0
Blue Moon,Alyson Noel,91595,3765,3.6,284,2009,True,3.17,4.34,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Fiction', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Young Adult Teen']",1
Masquerade,Melissa de la Cruz,89825,2146,3.9,307,2007,True,4.72,5.12,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Supernatural', 'Paranormal Angels', 'Fantasy Urban Fantasy', 'Fiction', 'Romance Paranormal Romance']",0
Vampire Kisses,Ellen Schreiber,49682,2318,3.72,253,2005,True,3.79,4.65,"['Paranormal Vampires', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction', 'Young Adult Teen', 'Fantasy Urban Fantasy']",0
Don't Judge a Girl by Her Cover,Ally Carter,65816,2688,4.21,263,2009,True,6.33,5.92,"['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Fiction', 'Spy Thriller Espionage', 'Adventure', 'Womens Fiction Chick Lit', 'Young Adult Teen', 'Action']",1
The Sweet Far Thing,Libba Bray,68503,3877,3.95,819,2007,True,4.98,5.25,"['Fantasy', 'Young Adult', 'Historical Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Fantasy Paranormal', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Young Adult Teen']",0
Linger,Maggie Stiefvater,159709,9647,3.89,362,2010,True,4.67,5.09,"['Young Adult', 'Fantasy', 'Romance', 'Fantasy Paranormal', 'Shapeshifters Werewolves', 'Fiction', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",1
Rebel Angels,Libba Bray,111201,3404,3.92,548,2006,True,4.83,5.17,"['Fantasy', 'Young Adult', 'Historical Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Fantasy Paranormal', 'Fantasy Magic', 'Young Adult Teen', 'Young Adult Young Adult Fantasy']",0
Touched,Elisa S. Amore,6097,683,3.79,0,2016,True,4.16,4.83,"['Fantasy', 'Fantasy Paranormal', 'Young Adult', 'Romance', 'Paranormal Angels', 'Romance Paranormal Romance', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Fiction', 'Unfinished']",0
Acheron,Sherrilyn Kenyon,56171,3675,4.55,728,2008,True,8.09,6.8,"['Romance Paranormal Romance', 'Fantasy Paranormal', 'Romance', 'Fantasy', 'Paranormal Vampires', 'Fantasy Urban Fantasy', 'Fantasy Mythology', 'Adult', 'Fiction', 'Paranormal Demons']",0
Revelations,Melissa de la Cruz,76225,1651,3.9,264,2008,True,4.72,5.12,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Paranormal Angels', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Fiction']",0
Shadowland,Jenny Carroll,66974,2510,4.02,287,2005,True,5.34,5.43,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Paranormal Ghosts', 'Fiction', 'Fantasy Supernatural', 'Mystery', 'Womens Fiction Chick Lit', 'Young Adult Teen']",0
Coilhunter,Dean F. Wilson,914,129,4.14,210,2017,True,5.97,5.74,"['Science Fiction', 'Science Fiction Steampunk', 'Westerns', 'Fantasy', 'Science Fiction Dystopia', 'Westerns Weird West', 'Fiction', 'Action', 'Audiobook', 'Business Amazon']",0
Wake,Lisa McMann,80054,5481,3.75,210,2008,True,3.95,4.73,"['Young Adult', 'Romance', 'Fiction', 'Fantasy Supernatural', 'Fantasy', 'Mystery', 'Young Adult Teen', 'Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Romance Paranormal Romance']",3
The Son of Neptune,Rick Riordan,442802,16544,4.42,513,2011,True,7.41,6.46,"['Fantasy', 'Young Adult', 'Fantasy Mythology', 'Fiction', 'Childrens Middle Grade', 'Adventure', 'Childrens', 'Mythology Greek Mythology', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",2
The Van Alen Legacy,Melissa de la Cruz,64378,1538,3.95,369,2009,True,4.98,5.25,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Paranormal Angels', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction', 'Romance Paranormal Romance']",1
Terrier,Tamora Pierce,69356,1998,4.1,581,2006,True,5.76,5.64,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Adventure', 'Mystery', 'Fantasy High Fantasy', 'Young Adult Teen', 'Childrens']",3
Number the Stars,Lois Lowry,471939,13895,4.15,137,1998,False,6.02,5.76,"['Historical Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Historical', 'Childrens Middle Grade', 'World War II Holocaust', 'Academic School', 'War World War II']",10
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,158895,12025,4.22,444,2004,False,6.38,5.95,"['Fiction', 'Humor', 'Historical Historical Fiction', 'Fantasy', 'Religion', 'Humor Comedy', 'Historical', 'Audiobook', 'Adult', 'Novels']",0
Rise of the Evening Star,Brandon Mull,113163,3962,4.16,456,2007,True,6.07,5.79,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens Middle Grade', 'Adventure', 'Fantasy Magic', 'Childrens', 'Childrens Juvenile', 'Young Adult Young Adult Fantasy', 'Science Fiction Fantasy']",0
Unearthly,Cynthia Hand,125400,7831,4.01,435,2011,True,5.29,5.4,"['Young Adult', 'Fantasy', 'Paranormal Angels', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction', 'Young Adult Young Adult Fantasy']",1
The Eyre Affair,Jasper Fforde,127874,10412,3.87,374,2003,True,4.57,5.04,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Science Fiction', 'Writing Books About Books', 'Science Fiction Time Travel', 'Science Fiction Alternate History', 'Science Fiction Fantasy', 'Adult']",5
The Magician's Nephew,C.S. Lewis,435653,14417,4.04,221,2005,True,5.45,5.48,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Christian', 'Childrens Middle Grade', 'Christian Fiction', 'Fantasy Magic']",0
The Name of the Wind,Patrick Rothfuss,760287,44005,4.52,662,2007,True,7.93,6.72,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy', 'Fantasy Magic', 'Science Fiction Fantasy', 'Adult', 'Adventure', 'Audiobook', 'Epic']",10
Halfway to the Grave,Jeaniene Frost,143622,7603,4.13,358,2007,True,5.91,5.71,"['Fantasy Paranormal', 'Paranormal Vampires', 'Fantasy Urban Fantasy', 'Romance', 'Fantasy', 'Romance Paranormal Romance', 'Adult', 'Fantasy Supernatural', 'Fiction', 'New Adult']",1
Angelfall,Susan Ee,175667,15945,4.11,288,2012,True,5.81,5.66,"['Fantasy', 'Young Adult', 'Paranormal Angels', 'Fantasy Paranormal', 'Science Fiction Dystopia', 'Romance', 'Fantasy Urban Fantasy', 'Apocalyptic Post Apocalyptic', 'Fiction', 'Fantasy Supernatural']",1
Fire,Kristin Cashore,169889,10608,4.09,480,2009,True,5.71,5.61,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Adventure', 'Young Adult Young Adult Fantasy', 'Fantasy Magic', 'Fantasy High Fantasy', 'Young Adult Teen', 'Fantasy Paranormal']",4
Darkfever,Karen Marie Moning,166620,10756,4.06,309,2006,True,5.55,5.53,"['Fantasy', 'Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fairies Fae', 'Adult', 'Fiction', 'Fantasy Supernatural', 'Paranormal Vampires']",0
Mistborn: The Final Empire,Brandon Sanderson,437560,30669,4.44,541,2006,True,7.52,6.51,"['Fantasy', 'Fiction', 'Fantasy High Fantasy', 'Fantasy Epic Fantasy', 'Adult', 'Fantasy Magic', 'Young Adult', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']",2
The Poisonwood Bible,Barbara Kingsolver,672718,23757,4.07,546,2005,False,5.6,5.56,"['Fiction', 'Historical Historical Fiction', 'Cultural Africa', 'Classics', 'Historical', 'Literary Fiction', 'Novels', 'Literature', 'Religion', 'Adult Fiction']",10
Wings,Aprilynne Pike,78055,5096,3.75,290,2009,True,3.95,4.73,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Paranormal', 'Paranormal Fairies', 'Fairies Fae', 'Fiction', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance']",1
Max,James Patterson,69156,2268,4.06,309,2009,True,5.55,5.53,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Romance', 'Fantasy Paranormal', 'Action', 'Young Adult Teen', 'Science Fiction Dystopia']",1
Lover Eternal,J.R. Ward,177301,6734,4.33,441,2006,True,6.95,6.23,"['Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",0
Lover Awakened,J.R. Ward,165459,7085,4.44,434,2006,True,7.52,6.51,"['Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",2
Sabriel,Garth Nix,194391,7944,4.14,491,1996,True,5.97,5.74,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic', 'Adventure', 'Young Adult Young Adult Fantasy', 'Fantasy High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Young Adult Teen']",4
Only the Good Spy Young,Ally Carter,61383,2543,4.29,265,2010,True,6.74,6.13,"['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Spy Thriller Espionage', 'Fiction', 'Adventure', 'Womens Fiction Chick Lit', 'Young Adult Teen', 'Action']",1
A Discovery of Witches,Deborah Harkness,402223,37461,4.0,579,2011,True,5.24,5.38,"['Fantasy', 'Fiction', 'Romance', 'Fantasy Paranormal', 'Paranormal Vampires', 'Paranormal Witches', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural']",2
The Curious Incident of the Dog in the Night-Time,Mark Haddon,1245628,45606,3.89,226,2004,False,4.67,5.09,"['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Novels', 'Classics', 'Psychology', 'Literature', 'Realistic Fiction', 'Academic School']",17
The Raven Boys,Maggie Stiefvater,293258,32257,4.04,409,2012,True,5.45,5.48,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Romance', 'Fiction', 'Fantasy Urban Fantasy', 'Fantasy Magic', 'Audiobook', 'Young Adult Young Adult Fantasy', 'Fantasy Supernatural']",12
Extras,Scott Westerfeld,108845,5454,3.6,417,2007,True,3.17,4.34,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Young Adult Teen', 'Adventure', 'Apocalyptic Post Apocalyptic', 'Futuristic']",2
The Ruins of Gorlan,John Flanagan,131339,7867,4.21,249,2006,True,6.33,5.92,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Childrens Middle Grade', 'Childrens', 'Young Adult Young Adult Fantasy', 'Young Adult Teen', 'Action', 'Fantasy High Fantasy']",1
Ghostgirl,Tonya Hurley,18008,1386,3.29,328,2008,True,1.57,3.54,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Ghosts', 'Romance', 'Fiction', 'Fantasy Supernatural', 'Young Adult Teen', 'Humor', 'Horror']",0
The Reckoning,Kelley Armstrong,114328,3642,4.17,391,2010,True,6.12,5.82,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fantasy Urban Fantasy', 'Romance', 'Fantasy Supernatural', 'Shapeshifters Werewolves', 'Fantasy Magic', 'Paranormal Ghosts', 'Fiction']",2
Nightshade,Andrea Cremer,83206,5070,4.0,452,2010,True,5.24,5.38,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Shapeshifters Werewolves', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fantasy Magic', 'Fiction']",0
Along for the Ride,Sarah Dessen,189743,7026,4.05,383,2009,False,5.5,5.51,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Womens Fiction Chick Lit', 'Realistic Fiction', 'Young Adult Teen', 'Young Adult Young Adult Contemporary', 'Young Adult Young Adult Romance', 'Young Adult Coming Of Age']",4
The Elite,Kiera Cass,479488,31243,4.01,336,2013,True,5.29,5.4,"['Young Adult', 'Romance', 'Science Fiction Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Audiobook', 'Young Adult Teen', 'Womens Fiction Chick Lit', 'Young Adult Young Adult Romance']",1
Guilty Pleasures,Laurell K. Hamilton,136887,5762,4.01,355,2004,True,5.29,5.4,"['Fantasy Urban Fantasy', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Horror', 'Fiction', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Mystery']",0
Finale,Becca Fitzpatrick,149161,8555,4.16,464,2012,True,6.07,5.79,"['Young Adult', 'Fantasy', 'Paranormal Angels', 'Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",1
Lover Unbound,J.R. Ward,123693,4982,4.32,502,2007,True,6.9,6.2,"['Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",2
Burned,P.C. Cast,149302,3249,3.96,323,2010,True,5.03,5.27,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Fiction', 'Fantasy Urban Fantasy', 'Fantasy Magic']",3
Una Historia de Ayer,Sergio Cobo,9873,138,4.47,75,2014,False,7.67,6.59,"['Thriller', 'Mystery', 'European Literature Spanish Literature', 'Suspense', 'Magical Realism', 'Mystery Noir', 'Drama', 'Fiction', 'Mystery Crime']",0
School's Out—Forever,James Patterson,114395,3323,4.15,409,2006,True,6.02,5.76,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Fantasy Paranormal', 'Action', 'Young Adult Teen', 'Romance', 'Thriller']",0
Lover Revealed,J.R. Ward,125432,4654,4.29,455,2007,True,6.74,6.13,"['Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",2
Pandemonium,Lauren Oliver,222872,14841,4.04,375,2012,True,5.45,5.48,"['Young Adult', 'Science Fiction Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Young Adult Teen', 'Adventure', 'Audiobook', 'Love']",1
Crossed,Ally Condie,221865,15233,3.53,367,2013,True,2.81,4.16,"['Young Adult', 'Science Fiction Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Young Adult Teen', 'Adventure', 'Audiobook', 'Apocalyptic Post Apocalyptic']",0
